,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
1220,ICSMA-16-279-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-16-279-01,16,"['CVE-2016-5084b', 'CVE-2016-5085e', 'CVE-2016-5086h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1221,ICSA-16-278-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-278-01,16,['CVE-2016-8343b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1222,ICSA-16-278-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-278-02,16,"['CVE-2014-5414b', 'CVE-2014-5415e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1223,ICSA-16-273-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-273-01-0,16,"['CVE-2016-2308e', 'CVE-2016-2307b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1224,ICSA-16-271-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-271-01,16,['CVE-2016-7090b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1225,ICSA-16-264-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-264-01,16,['CVE-2016-5793b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1226,ICSA-16-259-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-259-01,16,['CVE-2016-4860c'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1227,ICSA-16-259-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-259-02,16,['CVE-2016-4526b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1228,ICSA-16-259-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-259-03,16,['CVE-2016-0870b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1229,ICSA-16-224-02A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-224-02,16,['CVE-2016-5814b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1230,ICSA-16-250-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-250-01,16,"['CVE-2016-7112b', 'CVE-2016-7113e', 'CVE-2016-7114h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1231,ICSA-16-236-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-236-01,16,"['CVE-2016-5799b', 'CVE-2016-5819h', 'CVE-2016-5812e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1232,ICSA-16-224-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-224-01,16,['CVE-2016-5645b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1233,ICSA-16-215-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-215-01,16,['CVE-2016-5792b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1234,ICSA-16-215-02A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-215-02,16,['CVE-2016-6486b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1235,ICSA-16-208-01C,https://us-cert.cisa.gov//ics/advisories/ICSA-16-208-01,16,"['CVE-2016-5744e', 'CVE-2016-5743b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1236,ICSA-16-208-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-208-02,16,['CVE-2016-5874b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1237,ICSA-16-208-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-208-03,16,['CVE-2016-6204b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1238,ICSA-16-173-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-173-03,16,"['CVE-2016-4531b', 'CVE-2016-4522e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1239,ICSA-16-196-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-196-01,16,['CVE-2016-4520b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1240,ICSA-16-196-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-196-02,16,['CVE-2016-5804b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1241,ICSA-16-196-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-196-03,16,['CVE-2016-4529b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1242,ICSMA-16-196-01,https://us-cert.cisa.gov//ics/advisories/ICSMA-16-196-01,16,[],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1243,ICSA-16-194-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-194-01,16,"['CVE-2016-5790b', 'CVE-2016-5797e', 'CVE-2016-5807h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1244,ICSA-16-194-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-194-02,16,['CVE-2016-5787b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1245,ICSA-16-189-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-189-01,16,"['CVE-2016-4533b', 'CVE-2016-5781e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1246,ICSA-16-189-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-189-02,16,['CVE-2016-4503b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1247,ICSA-16-187-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-187-01,16,"['CVE-2016-4508e', 'CVE-2016-4507b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1248,ICSA-16-182-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-182-01,16,"['CVE-2016-4512e', 'CVE-2016-4509b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1249,ICSA-16-182-02B,https://us-cert.cisa.gov//ics/advisories/ICSA-16-182-02,16,"['CVE-2016-5848b', 'CVE-2016-5849e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1250,ICSA-16-175-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-175-01,16,['CVE-2016-1399b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1251,ICSA-16-175-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-175-02,16,['CVE-2016-4519b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1252,ICSA-16-175-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-175-03,16,"['CVE-2016-3989h', 'CVE-2016-3962b', 'CVE-2016-3988e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1253,ICSA-16-173-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-173-01,16,"['CVE-2016-4528e', 'CVE-2016-4525b', 'CVE-2016-5810h']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1254,ICSA-16-173-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-173-02,16,['CVE-2016-4513b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1255,ICSA-16-168-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-168-01,16,['CVE-2016-4514b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1256,ICSA-16-166-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-166-01,16,['CVE-2016-4530b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1257,ICSA-16-166-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-166-02,16,['CVE-2016-4518b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1258,ICSA-16-161-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-161-01,16,['CVE-2016-3949b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1259,ICSA-16-161-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-161-02,16,['CVE-2015-1358b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1260,ICSA-16-159-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-159-01,16,"['CVE-2016-4532e', 'CVE-2016-4510h', 'CVE-2016-4523b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1261,ICSA-16-126-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-126-01,16,"['CVE-2016-4495e', 'CVE-2016-4494b']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1262,ICSA-16-154-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-154-01,16,['CVE-2016-2310b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1263,ICSA-16-152-01,https://us-cert.cisa.gov//ics/advisories/ICSA-16-152-01,16,['CVE-2016-4500b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1264,ICSA-16-152-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-152-02,16,"['CVE-2016-4524h', 'CVE-2016-4511b', 'CVE-2016-4516e', 'CVE-2016-4527k']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1265,ICSA-16-147-02,https://us-cert.cisa.gov//ics/advisories/ICSA-16-147-02,16,['CVE-2016-4521b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1266,ICSA-16-147-03,https://us-cert.cisa.gov//ics/advisories/ICSA-16-147-03,16,['CVE-2016-2311b'],[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1267,ICSA-16-147-01B,https://us-cert.cisa.gov//ics/advisories/ICSA-16-147-01,16,"['CVE-2016-4501b', 'CVE-2016-4502e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
1268,ICSA-16-145-01A,https://us-cert.cisa.gov//ics/advisories/ICSA-16-145-01,16,"['CVE-2016-2286h', 'CVE-2016-2295b', 'CVE-2016-2285e']",[],Exploitable remotely/low skill level to exploit,Rockwell Automation,Logix5000,Not Found," Critical Manufacturing, Food and Agriculture, Water and Wastewater Systems, and others",Worldwide,United States,[]
